Text,Label,Num_words,Length_class
How many people are still working during #COVIDー19 my full time job is Menards I don’t think we will close it’s considered an emergency store in case you have plumbing issues/fires/flood etc luckily for me I work outside year round so trying to isolate away from everyone!,UNINFORMATIVE,47,2
"United States #Coronavirus Cases: 26,900 Deaths: 348 Recovered: 178 The US has reported 348 coronavirus deaths, and more than 26,900 cases across all 50 states. Here's what we know about the US… HTTPURL",INFORMATIVE,33,1
"Dallas County reported 36 Additional COVID-19 cases today, and total cases to date is 131. New cases will now be reported as a daily aggregate with more detailed summaries available on Tuesdays and Fridays. HTTPURL",INFORMATIVE,35,1
"Coming Up @USER – #MatthewMcConaughey’s message of hope during #Coronavirus, @USER shares ideas to keep the kids busy while stuck at home, &amp; #MaskedSinger fans want a big change! Plus, #VampireDairies’ @USER in studio talking 3 new movies, new music &amp; more! HTTPURL",UNINFORMATIVE,43,1
"An approach for confronting #COVID19 that relies more on case containment strategies than broad mitigation (as WSJ advocates) depends on massive screening. It's why lack of screening capacity, PPE, and test supply chain become critical challenges to solve. HTTPURL",UNINFORMATIVE,39,1
"Eru Rerekura @USER had a good story on this arvo. Covid19 modelling from February. Worst case scenario more than 9,000 Māori deaths. A statistician from Auckland Uni says 60 year old Māori will take the biggest hit. They should act like 70-year-old everyone else.",UNINFORMATIVE,44,1
"@USER @USER @USER You:numbers look bad” I’m providing explanation for this. Eg the datafrom Italy shows 99 percent of COVID-19 deaths occur in patients who have at least one other condition.CDC requires that if a person has the virus , it must be attributed even if they die from another condition.",UNINFORMATIVE,51,2
"The ad-hoc and slipshod response from the Trump Administration is forcing governors to take increasingly desperate measures to contain the COVID19 Pandemic which today resulted in 5,040 new US cases and more than 26,700 global cases.",INFORMATIVE,36,1
"Senators will sit today to discuss measures taken by the gov't to contain spread of the deadly coronavirus. But the 67-member House will have only 15 senators, the number necessary for a quorum to transact today’s business. #Coronavirustruth #StayAtHome HTTPURL",UNINFORMATIVE,40,1
"83 confirmed cases in California at 5:18 p.m. (78 cases at 10:07 a.m.) 1 confirmed death in California 49 confirmed cases in the Bay Area 8,700 Californians in self-quarantine By CHRONICLE DIGITAL TEAM | LAST UPDATED: March 6, 2020 3:08 p.m. (COVID19)",INFORMATIVE,42,1
"Scammers are taking advantage of fears surrounding the Coronavirus. Educate yourself on the warning signs, and report any suspicious claims to HTTPURL Source: HTTPURL HTTPURL",UNINFORMATIVE,25,1
"Around 200 coronavirus cases were confirmed in South Africa on Friday. Although there is no vaccine available yet to prevent infection, there are measures to reduce the risk. What challenges does South Africa face in preventing the spread of coronavirus? HTTPURL",INFORMATIVE,41,1
Meanwhile #Ethiopia confirmed 2 more cases of #coronavirus bring total number to 11. A 28years old Ethiopian who had travelled to Belgium and a 34 years old Ethiopian who came from Dubai. HTTPURL,INFORMATIVE,33,1
#Thread: Bengal Chief Secretary Rajiva Sinha says 11 new positive Covid-19 cases reported in the state in the last 24 hrs. Total active cases in the state stands at 49. No death has been reported in the state in the last 24 hours due to Coronavirus #CoronaUpdates,INFORMATIVE,47,2
"Poor naive Tulsi. South Korea has almost 7,000 #Coronavirus cases. You really think that they’re going to start sending all their Coronavirus tests to the US? The US has around 300 cases.",INFORMATIVE,32,1
"Trump said he ""has a feeling"" the NY governor's calls for thousands of ventilators are overblown as cases of the coronavirus skyrocket in parts of the country. HTTPURL # via @USER",UNINFORMATIVE,31,1
Rough times but #crohnsdisease people know how to deal with crap. Stay well people! COVID-19 &amp; Mental Health | Crohn's &amp; Colitis Foundation HTTPURL,UNINFORMATIVE,24,1
"Eleven members of Zia Pueblo in Sandoval County have tested positive for COVID-19, New Mexico In Depth has learned. The nature of the fast-spreading virus put tribal and state officials on alert Monday. HTTPURL HTTPURL",INFORMATIVE,35,1
"Radio &amp; TV Entertainment Am/FM Podcast show Booking call: 407-955-9572 Until further notice: Due to the COVID-19 Pandemic, the show is temporarily moved to every Wednesday between 9:30 PM EST and 11:30 PM… HTTPURL",UNINFORMATIVE,34,1
"@USER There are thousands on the cruise ship Grand Princess outside of Sam Fran. It’d just been in Hawaii. Lots of Americans on board, 21 ppl positive for COVID-19. Trump wants to keep them at sea, though that did NOT work for the DP ship in Japan &amp; possibly led to hundreds more cases",INFORMATIVE,54,2
Resolve of our great nation Bharat will defeat Coronavirus in coming days. The dedication seen today is a positive step &amp; we will overcome this pandemic. #JantaCurfewMarch22 #IndiaFightsCorona,UNINFORMATIVE,28,1
#repost Alberta March 19th 3:30 pm update of COVID-19 data from Alberta Health Services. Bookmark &amp; view live data at: HTTPURL (69% Male) #COVID19 #Data #Facts #Alberta #Stats #AHS @USER HTTPURL,UNINFORMATIVE,31,1
#BREAKING: The SC Dept. of Health and Environmental Control just announced there may be two cases of coronavirus in the state -- 1 in Kershaw County and the other possible case in Charleston County. #coronavirus #CoronavirusUSA #sc HTTPURL,INFORMATIVE,38,1
"Canada surpassed 1,000 cases overall of the #coronavirus today, The confirmed cases include 12 deaths and 11 resolved. British Columbia has the most at 348 while Ontario has 318. Alberta currently is reporting 195 #COVID19 cases.",INFORMATIVE,36,1
UK coronavirus live: Johnson threatens stricter measures if people flout social distancing rules amid 281 new deaths UK coronavirus live: Johnson threatens stricter measures if people flout social distancing rules amid 281 new deaths HTTPURL,INFORMATIVE,35,1
@USER recovered #coronavirus blood donors should be paid in this time of need paid very well - bringing in much needed cash #Coronavirusgoodnews @USER please put this into action,UNINFORMATIVE,29,1
(Daily Express):#Coronavirus: #Flight tracker shows the scale of global plane lockdown : A FLIGHT TRACKER shows the extent of the lockdown on flights across the globe after the spread of coronavirus. .. HTTPURL HTTPURL,UNINFORMATIVE,34,1
"The only thing we have to fear is fear itself. - the people who went to Cheltenham in February and who therefore massively contributed to the rate of coronavirus deaths, I would imagine",UNINFORMATIVE,33,1
@USER @USER @USER Lambeth currently the third highest local authority in UK for #COVID19 cases. Utterly irresponsible to advocate non essential outdoor trips #stayathome HTTPURL,UNINFORMATIVE,25,1
"More than 22,000 Americans &amp; 11,000 British have died but US Supreme Court and UK High Courts have neither taken any ""Suo-Moto"" nor fired Dr. Fauci -How incompetent American &amp; British courts are? Not playing any role in fixing scientific challenges. #SupremeCourt #COVID2019",INFORMATIVE,43,1
JUST IN: A Dayton area couple is stranded on board a cruise ship after 21 other passengers test positive for the coronavirus. Hear their story coming up on 2 NEWS at 10 on Dayton’s CW. HTTPURL,INFORMATIVE,36,1
We are expecting news today from @USER 2pm briefing that we plan to have video @USER Now Livestream (HTTPURL ​TPT will share the TPT Now Livestream on HTTPURL and The Minnesota Channel statewide #COVIDー19 #tptalmanac HTTPURL,UNINFORMATIVE,36,1
".@USER shared that she and her son were both diagnosed with &amp; recovered from COVID-19 over the past two weeks. The singer is also donating $1,000,000 to fight the virus. HTTPURL",INFORMATIVE,31,1
"@USER Different article: “Hong Kong recorded what is by far its biggest daily jump in coronavirus cases on Friday—the latest in a new phase of infected travelers, many of whom are returning to the city from Europe, the United States and Southeast Asia.”",UNINFORMATIVE,43,1
"#EssilorLuxottica says its financial objectives for 2020 ``assume that the COVID-19 outbreak will subside in the next few months.'' Sees 1H revenue growth ``below the annual trend,'' followed by a recovery in 2H.",UNINFORMATIVE,33,1
@USER I heard Panther Piss kills Coronavirus in one minute as a substitute for hand sanitizer. I use it thrice daily and it seems to help with social distancing also.,UNINFORMATIVE,30,1
". . . anyone with concerns about their health in relation to suspected novel coronavirus, should go to NHS 111 online and follow PHE advice. Information is changing constantly so please visit our statement page and check your uni emails for updates HTTPURL",UNINFORMATIVE,43,1
"@USER Lesley David, Head at West Raynham Primary - despite being ill herself (not coronavirus), she has been at the helm throughout ♡",UNINFORMATIVE,23,1
"In the red state that didn't expand Medicaid under ACA, what will @USER do about deductibles, co-pays, out-of-pocket with 2 presumptive cases in SC? #CoronaVirusUpdate",INFORMATIVE,25,1
"The Florida map showing positive #coronavirus cases by zip code (using this morning’s numbers) shows Jacksonville and N St Johns Co where beaches have just been reopened, are a bright blue hotspot in the state. HTTPURL",UNINFORMATIVE,36,1
This is literal insanity even beyond the idea there is a red-State/blue-State divide here: NY is the poster child for waiting too long to handle this crisis. They will likely end up with 1/3 to 1/2 of all corona cases in the US this year.,UNINFORMATIVE,45,2
"On March 20, Garfield County received notification regarding two individuals that tested positive for COVID-19. Garfield County now has had 5 total cases of the illness. HTTPURL",INFORMATIVE,27,1
@USER @USER For real?! I’m in Tallahassee &amp; didn’t know he was here. Just confirmed 2 cases of Coronavirus at the Capitol. I wonder if that had anything to do with it or if it’s just Al?!,INFORMATIVE,37,1
"When people die of COVID-19, it usually happens 11.2 days after symptoms appear, Gov. Edwards said in a press release. HTTPURL This is what the increases in known cases looked like about 11 days ago. HTTPURL",UNINFORMATIVE,36,1
Anyone want to do a #LesMiserables singalong with me on #Zoom? I really need someone to do the Javert/Valjean duet with. #Covid_19 #SocialDistancing,UNINFORMATIVE,23,1
"Coronavirus Crisis Policy Idea: Temporarily reducing the Ocean State's minimum wage to the federal level of $7.25 per hour. By providing employers with more flexibility in hiring back their workforce, more Rhode Islanders can more quickly be put on the road to economic recovery.",UNINFORMATIVE,44,1
#BreakingNews Chinese nationals who illegally entered Uganda on Thursday night to avoid undergoing quarantine have been arrested. Reports from Ministry of health indicate that they were found at Trupart Apartments in Naguru. #COVID19 HTTPURL,UNINFORMATIVE,34,1
"@USER @USER @USER I suspect you weren’t in SK during Jan-Feb. I saw ROKG ordering business closures, shutting down transportation, quarantining groups, etc. to contain the #COVID19. It was effective because it was authoritarian, &amp; it saved lives. This is not what Rhodes is preaching at all.",UNINFORMATIVE,47,2
